TEXT	ENTROPY	PERPLEXITY
original	5.28744566288275	39.05527903057018
char_0.1	4.731484256047217	26.56554225137661
char_0.1	4.733048852980032	26.594368102363436
char_0.1	4.726742678093944	26.478374958611578
char_0.1	4.7263323758595055	26.47084558381712
char_0.1	4.730967835985425	26.556034681525816
char_0.1	4.736741678570058	26.66252814879325
char_0.1	4.73274267550665	26.588724683465756
char_0.1	4.726215536891896	26.468701886814813
char_0.1	4.732779599502195	26.589405197703034
char_0.1	4.731121994674312	26.55887246921027
char_0.05	5.062184424558859	33.40945224716527
char_0.05	5.052679353981907	33.19006049726443
char_0.05	5.052699994625521	33.190535350987126
char_0.05	5.056524374695135	33.278635474744
char_0.05	5.052176538415584	33.17849494061354
char_0.05	5.060012324863425	33.359189331396045
char_0.05	5.054794184699923	33.23874911751898
char_0.05	5.0610003553684	33.38204321570629
char_0.05	5.0590721866095825	33.3374577577317
char_0.05	5.053112806219195	33.20003382284078
char_0.01	5.25094630971723	38.07959711302696
char_0.01	5.247333648493146	37.984361057985986
char_0.01	5.251560657721895	38.09581613752676
char_0.01	5.250109699029829	38.05752137163952
char_0.01	5.251596376788287	38.09675934713968
char_0.01	5.250358072302287	38.064073889370974
char_0.01	5.249223709799671	38.03415662608308
char_0.01	5.2492734467301885	38.03546787673577
char_0.01	5.252868818578768	38.130375108757185
char_0.01	5.2508094846429385	38.07598581854365
char_0.001	5.284120441580386	38.965365435943895
char_0.001	5.283604206090209	38.95142506359654
char_0.001	5.283305870685832	38.943371117760385
char_0.001	5.284072012212655	38.96405744202615
char_0.001	5.282885409809958	38.93202306592415
char_0.001	5.283259230890155	38.94211216735044
char_0.001	5.283666577731203	38.953109076328495
char_0.001	5.284176067097297	38.96686783965243
char_0.001	5.283368541724182	38.94506286441993
char_0.001	5.282474796916566	38.92094399829601
char_0.0001	5.2871391150712626	39.04698133902072
char_0.0001	5.2867860330652565	39.03742623612461
char_0.0001	5.287044380326537	39.04441739843996
char_0.0001	5.2871838357955605	39.04819173782466
char_0.0001	5.287205837541928	39.04878724480117
char_0.0001	5.287000452016744	39.043228561504485
char_0.0001	5.286852087111416	39.03921361246732
char_0.0001	5.287315392256641	39.051752626298246
char_0.0001	5.28710869011316	39.046157886932235
char_0.0001	5.287173262223006	39.047905553035946
char_1e-05	5.287461642032637	39.0557116054359
char_1e-05	5.287440631985548	39.05514283910499
char_1e-05	5.287469317037231	39.05591937877317
char_1e-05	5.287481351273299	39.05624516495849
char_1e-05	5.28746569726765	39.05582138630244
char_1e-05	5.287368323411019	39.05318542547481
char_1e-05	5.287368366588868	39.053186594282174
char_1e-05	5.2874501699778556	39.05540104258722
char_1e-05	5.2874278499866	39.05479681962818
char_1e-05	5.287390274141776	39.05377962761439
word_0.1	5.457319560557728	43.93563257485906
word_0.1	5.457910142897641	43.95362176844721
word_0.1	5.459820052694704	44.01184824170631
word_0.1	5.45709888773795	43.928912749674964
word_0.1	5.457974401901489	43.95557954800028
word_0.1	5.456543487280039	43.912004503759995
word_0.1	5.457572908809344	43.94334868448986
word_0.1	5.460229758804382	44.024348793289754
word_0.1	5.45646179828803	43.90951816691873
word_0.1	5.4508386941728615	43.73870782157963
word_0.05	5.380246825551041	41.65006452566477
word_0.05	5.3794336065230635	41.62659381306268
word_0.05	5.376936439852872	41.55460449506617
word_0.05	5.380548082559114	41.65876261057066
word_0.05	5.378927366107865	41.61198964051706
word_0.05	5.379701238758239	41.634316617559065
word_0.05	5.379229575004927	41.62070723526766
word_0.05	5.38357477779779	41.746252156639684
word_0.05	5.382704290901262	41.72107108686811
word_0.05	5.379058688588278	41.61577757785413
word_0.01	5.307430164288971	39.600044990982354
word_0.01	5.3072876435051475	39.5961331797334
word_0.01	5.306253403065239	39.567757642477794
word_0.01	5.305283945791023	39.5411779676251
word_0.01	5.308373368932064	39.625943159027976
word_0.01	5.308666331302972	39.633990659501606
word_0.01	5.3078063139370295	39.610371140701204
word_0.01	5.307790534725818	39.60993791193375
word_0.01	5.306868913486229	39.584642405007564
word_0.01	5.305913534528455	39.558437410811536
word_0.001	5.289311912663653	39.105833074864634
word_0.001	5.289754917038335	39.117843038671126
word_0.001	5.289860583436171	39.120708226963224
word_0.001	5.289471075521396	39.11014759686667
word_0.001	5.28907461921499	39.09940150434938
word_0.001	5.2894691069864335	39.110094231714484
word_0.001	5.289350199384104	39.106870892229864
word_0.001	5.289247719198454	39.104093079221194
word_0.001	5.289655358316945	39.11514365456641
word_0.001	5.289042490559059	39.09853077478099
word_0.0001	5.287723501770176	39.06280114709591
word_0.0001	5.287615129330067	39.059866935802454
word_0.0001	5.287696880303562	39.062080343715664
word_0.0001	5.287747680515709	39.063455822835806
word_0.0001	5.28776849103634	39.06401930762883
word_0.0001	5.287597831725688	39.05939861917571
word_0.0001	5.287581664731795	39.058960917857775
word_0.0001	5.287616921584639	39.05991545975698
word_0.0001	5.28771361722924	39.06253351150881
word_0.0001	5.287459135992119	39.05564376357884
word_1e-05	5.287437372062874	39.05505458996139
word_1e-05	5.287490162902486	39.05648371169988
word_1e-05	5.287499690210994	39.056741634814365
word_1e-05	5.2874724683021705	39.05600468833642
word_1e-05	5.2874521598954365	39.05545491196402
word_1e-05	5.287450248108626	39.05540315767639
word_1e-05	5.287564371892769	39.05849274110767
word_1e-05	5.287421046774619	39.0546126522001
word_1e-05	5.287487389814758	39.05640863904175
word_1e-05	5.287465343790657	39.055811817175076
