TEXT	ENTROPY	PERPLEXITY
original	5.287460725971182	39.055686806417654
char_0.1	4.727399790524935	26.49043796008989
char_0.1	4.736502480394332	26.65810788031099
char_0.1	4.733321590121365	26.599396162607636
char_0.1	4.7323257749823044	26.581042358727434
char_0.1	4.7225734200245615	26.40196531357142
char_0.1	4.729520061514085	26.529398515754487
char_0.1	4.731812725140635	26.5715913142482
char_0.1	4.730703655773615	26.551172298017303
char_0.1	4.73203866439801	26.575752994693374
char_0.1	4.7311187051977655	26.558811912622772
char_0.05	5.052895188094341	33.195026261284745
char_0.05	5.059094017554265	33.33796222588472
char_0.05	5.050379465807973	33.13719234848727
char_0.05	5.0523573104031305	33.18265251936944
char_0.05	5.04705820375987	33.06099418420041
char_0.05	5.048683087276284	33.098251211115496
char_0.05	5.057096186863045	33.29182807591904
char_0.05	5.054031977478179	33.22119300024371
char_0.05	5.051727817336722	33.168177046273755
char_0.05	5.057840877567501	33.30901709639872
char_0.01	5.250568733898071	38.06963239188712
char_0.01	5.2505283988778455	38.06856805196511
char_0.01	5.250925682855103	38.07905267573271
char_0.01	5.248655362977036	38.01917609720485
char_0.01	5.2507920459531015	38.07552557485037
char_0.01	5.248714439850182	38.02073297510846
char_0.01	5.2481750631491115	38.006520917897355
char_0.01	5.250742531465504	38.07421881373079
char_0.01	5.25116794266207	38.08544751197561
char_0.01	5.247917264222881	37.99973004065843
char_0.001	5.283341434182945	38.94433111242132
char_0.001	5.284031195077724	38.96295507551961
char_0.001	5.284139114793601	38.96586977904136
char_0.001	5.283942100904563	38.960548977915984
char_0.001	5.284093113044439	38.96462733379883
char_0.001	5.2844594412956	38.97452246460611
char_0.001	5.283739245039388	38.955071160338534
char_0.001	5.28422860944573	38.968287022482286
char_0.001	5.28349274477617	38.948415827971964
char_0.001	5.2837912566687875	38.95647558274933
char_0.0001	5.287104163771551	39.04603538289163
char_0.0001	5.287254104604497	39.05009368984515
char_0.0001	5.287325398441478	39.052023480774785
char_0.0001	5.2871009812363745	39.04594924878807
char_0.0001	5.287156803760278	39.04746009171937
char_0.0001	5.287093366285218	39.04574315380384
char_0.0001	5.286893318619732	39.040329349762274
char_0.0001	5.2869062967770395	39.04068054928832
char_0.0001	5.287024571104964	39.04388129470105
char_0.0001	5.286986138815126	39.042841209490206
char_1e-05	5.2874727049469055	39.05601109467898
char_1e-05	5.287442420358039	39.055191252099
char_1e-05	5.287516876505585	39.057206906161824
char_1e-05	5.287459272352089	39.05564745502193
char_1e-05	5.287469905485583	39.05593530895622
char_1e-05	5.287425752663529	39.054740043619
char_1e-05	5.28725843654593	39.050210944682775
char_1e-05	5.287460667247136	39.055685216679116
char_1e-05	5.287417043510388	39.05450428160719
char_1e-05	5.28751642367906	39.057194647066176
word_0.1	5.458867295598832	43.982792373064186
word_0.1	5.456958811892931	43.9246477590263
word_0.1	5.459666104450205	44.00715204113058
word_0.1	5.459414430371463	43.999475787210656
word_0.1	5.459474998009756	44.00132302463787
word_0.1	5.459896941312233	44.01419392131809
word_0.1	5.458910311025754	43.984103784514865
word_0.1	5.455320456138265	43.87479428978955
word_0.1	5.457563481501408	43.94306153709243
word_0.1	5.457813166183095	43.95066734325416
word_0.05	5.375362923491298	41.509306491561375
word_0.05	5.379901709167845	41.640102336778114
word_0.05	5.376666456821474	41.54682877803408
word_0.05	5.378124207399648	41.58883039357942
word_0.05	5.379563358651277	41.630337765785676
word_0.05	5.379413269216921	41.626007017661635
word_0.05	5.380213290578237	41.64909639483435
word_0.05	5.3742254642136675	41.47659234443448
word_0.05	5.380309068550381	41.651861496465465
word_0.05	5.383452101618504	41.742702513203255
word_0.01	5.306369269377048	39.57093555195866
word_0.01	5.308667062763979	39.63401075434163
word_0.01	5.305646298344408	39.55111052153436
word_0.01	5.307171196483023	39.59293730978966
word_0.01	5.307171572270756	39.59294762280918
word_0.01	5.306836170603585	39.58374401653596
word_0.01	5.306776166414787	39.582097694209665
word_0.01	5.307501669673198	39.60200776656983
word_0.01	5.306343502263308	39.57022880544411
word_0.01	5.30815981188891	39.62007790496193
word_0.001	5.289487808112391	39.11060120478791
word_0.001	5.288964649631691	39.09642126188738
word_0.001	5.289083196220482	39.09963395595476
word_0.001	5.289735816089786	39.11732513090838
word_0.001	5.289703920318532	39.11646031649709
word_0.001	5.289372259262545	39.10746886989617
word_0.001	5.2896759860271505	39.115702928420795
word_0.001	5.2897692203873685	39.1182308676441
word_0.001	5.289055915113494	39.09889459581168
word_0.001	5.289115027655023	39.10049665467762
word_0.0001	5.287558585323853	39.05833607999752
word_0.0001	5.287696392742646	39.06206714263025
word_0.0001	5.287568796123444	39.05861251974542
word_0.0001	5.287721147157594	39.06273739302079
word_0.0001	5.287729474041621	39.06296285426763
word_0.0001	5.287768310670928	39.064014423854154
word_0.0001	5.287645522511305	39.060689816651276
word_0.0001	5.287507924701038	39.05696456014431
word_0.0001	5.287663545857419	39.06117779831725
word_0.0001	5.28747959199095	39.05619753817743
word_1e-05	5.287555470948149	39.05825176404842
word_1e-05	5.287477557385397	39.05614245799896
word_1e-05	5.287444391948388	39.055244625049355
word_1e-05	5.287475969515383	39.05609947175336
word_1e-05	5.287460725971182	39.055686806417654
word_1e-05	5.287468070181635	39.055885624535996
word_1e-05	5.287496111968175	39.0566447644932
word_1e-05	5.287588897309739	39.05915673033328
word_1e-05	5.287496330558265	39.05665068216527
word_1e-05	5.287431333624241	39.05489112432921
