TEXT	ENTROPY	PERPLEXITY
original	4.747809598645754	26.86786162295925
char_0.1	4.014318032957438	16.159582646280153
char_0.1	4.001390031622503	16.015423372990217
char_0.1	4.007055423305818	16.078438792391363
char_0.1	4.012548819331373	16.13977788505754
char_0.1	3.9984460256519014	15.982775151382524
char_0.1	4.003619189413472	16.04018848296535
char_0.1	4.006620233880713	16.07358945757444
char_0.1	4.003600336593172	16.039978874692896
char_0.1	4.003019611374801	16.03352363260497
char_0.1	4.0083612234263395	16.092998162942674
char_0.05	4.333487870037686	20.160896250949886
char_0.05	4.337971431989211	20.22364910589431
char_0.05	4.335268168803042	20.18579033638265
char_0.05	4.333129305306617	20.15588612207821
char_0.05	4.337695988897876	20.219788322748872
char_0.05	4.337790450126792	20.221112267539215
char_0.05	4.334619549221012	20.17671707020346
char_0.05	4.334426687347022	20.17401999336642
char_0.05	4.337950516428192	20.22335591440978
char_0.05	4.333472046818314	20.160675131083483
char_0.01	4.65973518477727	25.276681869059686
char_0.01	4.656495332034643	25.219981845479964
char_0.01	4.660019903949113	25.281670772410397
char_0.01	4.655945041434609	25.210363962236634
char_0.01	4.658892673681287	25.261924995762733
char_0.01	4.659596038215181	25.274244074740473
char_0.01	4.657928419455067	25.245046321700265
char_0.01	4.656372879105862	25.217841317167036
char_0.01	4.659693418337516	25.275950112382734
char_0.01	4.65430449132684	25.181712474854315
char_0.001	4.738113091111124	26.687885351307273
char_0.001	4.738479570374416	26.69466557764666
char_0.001	4.7388467755706	26.701460962138864
char_0.001	4.739176133751322	26.707557433173225
char_0.001	4.737524135161749	26.676992695172093
char_0.001	4.738920077410943	26.702817670172827
char_0.001	4.738681696340979	26.698405843553616
char_0.001	4.73913287309634	26.706756592335594
char_0.001	4.738173668533499	26.689005974307555
char_0.001	4.7385908952847124	26.696725538918876
char_0.0001	4.746622080521794	26.845755118128288
char_0.0001	4.74697113053195	26.852251047266023
char_0.0001	4.747075937046625	26.854201835887398
char_0.0001	4.74646782607336	26.84288489562461
char_0.0001	4.746789156606286	26.848864259873313
char_0.0001	4.7468359321777545	26.849734777406685
char_0.0001	4.746597264218741	26.845293338856866
char_0.0001	4.7469375153651185	26.851625390174714
char_0.0001	4.746714226563058	26.847469831903528
char_0.0001	4.746860058885565	26.850183798928274
char_1e-05	4.747785174744738	26.86740677115791
char_1e-05	4.7476578442343875	26.865035591140643
char_1e-05	4.747632646499277	26.86456637753707
char_1e-05	4.747716866676679	26.866134695527638
char_1e-05	4.747677042670486	26.865393095731857
char_1e-05	4.747756604057165	26.866874702590266
char_1e-05	4.747767819394256	26.867083563242762
char_1e-05	4.747742040592879	26.866603492955356
char_1e-05	4.747730118379201	26.86638147232378
char_1e-05	4.747772948231578	26.8671790769459
word_0.1	4.637682838939836	24.893252533114303
word_0.1	4.640493819541774	24.94180240833008
word_0.1	4.633314506859324	24.817992324404454
word_0.1	4.633452286171907	24.82036258915851
word_0.1	4.638180053604525	24.90183329549188
word_0.1	4.635891735359122	24.86236677627264
word_0.1	4.634462532774864	24.83774912449558
word_0.1	4.635560419306264	24.856657769717113
word_0.1	4.636745034032457	24.87707626036851
word_0.1	4.640918512143367	24.949145719217928
word_0.05	4.698021359503807	25.956453268174943
word_0.05	4.699974031065503	25.991608822595445
word_0.05	4.695266666041037	25.90693909489354
word_0.05	4.6999812868089075	25.9917395424726
word_0.05	4.695924331994926	25.918751706298067
word_0.05	4.697982297170815	25.95575048216277
word_0.05	4.695055295309232	25.903143720684298
word_0.05	4.698442491223089	25.96403122544442
word_0.05	4.699728941522306	25.987193661884014
word_0.05	4.6961811349655	25.923365713188538
word_0.01	4.739727889448909	26.717773636049856
word_0.01	4.739195292058643	26.707912099250247
word_0.01	4.739648577893351	26.716304878008266
word_0.01	4.739866947439876	26.72034902369649
word_0.01	4.7384938345146335	26.694929513076165
word_0.01	4.73850956379037	26.695220561554294
word_0.01	4.738664316695148	26.698084219073184
word_0.01	4.738574331040729	26.696419023318388
word_0.01	4.737804189740643	26.682171710087655
word_0.01	4.738036650152272	26.68647133556358
word_0.001	4.74652140463449	26.843881800593937
word_0.001	4.74702163911028	26.853191157773523
word_0.001	4.746889138566028	26.850725010072853
word_0.001	4.747052033983094	26.853756909997443
word_0.001	4.74698708959802	26.852548088017326
word_0.001	4.746819115217842	26.84942180185124
word_0.001	4.747240781802365	26.857270417348982
word_0.001	4.747103019380578	26.854705948861945
word_0.001	4.747049413601585	26.853708135293047
word_0.001	4.7473558858817055	26.859413285122244
word_0.0001	4.747658862995799	26.865054561935203
word_0.0001	4.74788286694246	26.86922616112548
word_0.0001	4.747745005419415	26.86665870552528
word_0.0001	4.747773638447869	26.867191930784447
word_0.0001	4.747573054190957	26.863456726215404
word_0.0001	4.7477480317687855	26.86671506392302
word_0.0001	4.747655562152667	26.864993095563666
word_0.0001	4.747622177101577	26.864371426559238
word_0.0001	4.747685204533488	26.865545083693252
word_0.0001	4.747775573536966	26.86722796781484
word_1e-05	4.747803362486756	26.867745484835726
word_1e-05	4.747793060038314	26.867553619911785
word_1e-05	4.747808149934821	26.86783464307492
word_1e-05	4.747818590925881	26.868029090153808
word_1e-05	4.747838184735062	26.868393997909838
word_1e-05	4.747809598645754	26.86786162295925
word_1e-05	4.747836575486136	26.868364027674378
word_1e-05	4.7478260162313015	26.868167375674854
word_1e-05	4.747822817165604	26.868107797638693
word_1e-05	4.7477567840394235	26.8668780543458
