0.1	4.731484256047217	26.56554225137661
0.1	4.733048852980032	26.594368102363436
0.1	4.726742678093944	26.478374958611578
0.1	4.7263323758595055	26.47084558381712
0.1	4.730967835985425	26.556034681525816
0.1	4.736741678570058	26.66252814879325
0.1	4.73274267550665	26.588724683465756
0.1	4.726215536891896	26.468701886814813
0.1	4.732779599502195	26.589405197703034
0.1	4.731121994674312	26.55887246921027
0.05	5.062184424558859	33.40945224716527
0.05	5.052679353981907	33.19006049726443
0.05	5.052699994625521	33.190535350987126
0.05	5.056524374695135	33.278635474744
0.05	5.052176538415584	33.17849494061354
0.05	5.060012324863425	33.359189331396045
0.05	5.054794184699923	33.23874911751898
0.05	5.0610003553684	33.38204321570629
0.05	5.0590721866095825	33.3374577577317
0.05	5.053112806219195	33.20003382284078
0.01	5.252419580752401	38.11850361849252
